src,dst,travelMinutes,weight
11611,10190,1.19,0.9405
10190,11556,1.19,0.9404
11556,10190,1.19,0.9404
10190,10535,1.33,0.9334
10535,10190,1.33,0.9334
10190,897,1.87,0.9064
897,10190,1.87,0.9064
10190,2927,2.13,0.8933
2927,10190,2.13,0.8933
10190,10321,2.2,0.89
10321,10190,2.2,0.89
10191,11061,1.29,0.9353
11061,10191,1.29,0.9353
10191,7849,1.85,0.9077
7849,10191,1.85,0.9077
10191,11299,1.98,0.9011
11299,10191,1.98,0.9011
10191,11805,2.0,0.9001
11805,10191,2.0,0.9001
10192,10642,0.42,0.9792
10642,10192,0.42,0.9792
10192,11418,1.06,0.9468
11418,10192,1.06,0.9468
10192,11926,1.12,0.9441
11926,10192,1.12,0.9441
10192,12849,1.35,0.9323
12849,10192,1.35,0.9323
10192,11602,1.5,0.9248
11602,10192,1.5,0.9248
10192,11138,1.53,0.9233
11138,10192,1.53,0.9233
10192,10678,1.56,0.922
10678,10192,1.56,0.922
10193,10235,1.3,0.9348
10235,10193,1.3,0.9348
10194,10199,0.7,0.9652
10199,10194,0.7,0.9652
10194,2980,0.92,0.954
2980,10194,0.92,0.954
10194,10303,1.08,0.9462
10303,10194,1.08,0.9462
10194,10197,1.11,0.9444
10197,10194,1.11,0.9444
10194,10462,1.15,0.9427
10462,10194,1.15,0.9427
10195,10217,0.74,0.9628
10217,10195,0.74,0.9628
10195,10241,1.4,0.9298
10241,10195,1.4,0.9298
10195,1812,1.59,0.9204
1812,10195,1.59,0.9204
10195,10488,1.62,0.9192
10488,10195,1.62,0.9192
10196,10321,0.37,0.9814
10321,10196,0.37,0.9814
10196,10254,0.4,0.9802
10254,10196,0.4,0.9802
10196,12867,0.9,0.9551
12867,10196,0.9,0.9551
10196,10621,0.93,0.9535
10621,10196,0.93,0.9535
10196,11043,1.58,0.9211
11043,10196,1.58,0.9211
10197,10199,0.42,0.979
10199,10197,0.42,0.979
10197,10303,0.53,0.9733
10303,10197,0.53,0.9733
10197,10462,0.54,0.9731
10462,10197,0.54,0.9731
10198,12956,0.52,0.974
12956,10198,0.52,0.974
10198,10306,0.81,0.9595
10306,10198,0.81,0.9595
10198,10904,0.86,0.957
10904,10198,0.86,0.957
10198,2101,0.96,0.9521
2101,10198,0.96,0.9521
10198,10380,1.11,0.9447
10380,10198,1.11,0.9447
10198,10273,1.16,0.942
10273,10198,1.16,0.942
10199,10303,0.52,0.9738
10303,10199,0.52,0.9738
10199,10462,0.66,0.9668
10462,10199,0.66,0.9668
10200,13199,0.16,0.9918
13199,10200,0.16,0.9918
10200,11194,0.49,0.9753
11194,10200,0.49,0.9753
10200,12621,0.5,0.975
12621,10200,0.5,0.975
10200,10751,0.73,0.9635
10751,10200,0.73,0.9635
10200,13494,0.77,0.9616
13494,10200,0.77,0.9616
10201,10820,5.66,0.7169
10820,10201,5.66,0.7169
10201,10803,6.87,0.6566
10803,10201,6.87,0.6566
10201,1023,7.72,0.6139
1023,10201,7.72,0.6139
10201,7578,8.06,0.5972
7578,10201,8.06,0.5972
10201,11933,8.81,0.5596
11933,10201,8.81,0.5596
10201,9367,9.17,0.5415
9367,10201,9.17,0.5415
10201,12329,9.5,0.525
12329,10201,9.5,0.525
10202,10412,0.51,0.9747
10412,10202,0.51,0.9747
10202,12166,0.83,0.9585
12166,10202,0.83,0.9585
10202,10264,0.9,0.9549
10264,10202,0.9,0.9549
10203,10233,4.5,0.7748
10233,10203,4.5,0.7748
10203,12583,4.99,0.7507
12583,10203,4.99,0.7507
10203,10313,7.09,0.6456
10313,10203,7.09,0.6456
10203,3898,7.37,0.6315
3898,10203,7.37,0.6315
10203,10460,7.61,0.6195
10460,10203,7.61,0.6195
10203,10375,7.74,0.6129
10375,10203,7.74,0.6129
10204,10312,0.3,0.9851
10312,10204,0.3,0.9851
10204,11242,1.04,0.9478
11242,10204,1.04,0.9478
10204,10238,1.16,0.942
10238,10204,1.16,0.942
10204,13679,1.17,0.9417
13679,10204,1.17,0.9417
10204,1080,1.18,0.9409
1080,10204,1.18,0.9409
10204,10225,1.19,0.9407
10225,10204,1.19,0.9407
10205,13243,0.73,0.9635
13243,10205,0.73,0.9635
10205,13423,1.24,0.9382
13423,10205,1.24,0.9382
10205,11388,1.37,0.9316
11388,10205,1.37,0.9316
10205,10385,1.63,0.9187
10385,10205,1.63,0.9187
10205,10668,1.63,0.9183
10668,10205,1.63,0.9183
10205,3882,1.76,0.9122
3882,10205,1.76,0.9122
10206,10209,1.11,0.9446
10209,10206,1.11,0.9446
10206,10777,1.28,0.9362
10777,10206,1.28,0.9362
10206,10236,1.33,0.9334
10236,10206,1.33,0.9334
10207,12120,1.52,0.924
12120,10207,1.52,0.924
10207,13086,1.67,0.9167
13086,10207,1.67,0.9167
10207,11659,1.86,0.9068
11659,10207,1.86,0.9068
10207,10162,1.87,0.9064
10162,10207,1.87,0.9064
10207,10241,2.15,0.8925
10241,10207,2.15,0.8925
10208,10373,2.63,0.8684
10373,10208,2.63,0.8684
10208,13048,3.18,0.8412
13048,10208,3.18,0.8412
10208,10222,6.55,0.6726
10222,10208,6.55,0.6726
10208,10318,6.86,0.6571
10318,10208,6.86,0.6571
10208,13442,7.35,0.6324
13442,10208,7.35,0.6324
10208,10696,7.46,0.6269
10696,10208,7.46,0.6269
10208,12994,8.21,0.5894
12994,10208,8.21,0.5894
10209,10236,0.73,0.9637
10236,10209,0.73,0.9637
10209,10777,0.82,0.9589
10777,10209,0.82,0.9589
10210,13375,5.74,0.7129
13375,10210,5.74,0.7129
10210,11461,6.0,0.7
11461,10210,6.0,0.7
10210,170,6.9,0.655
170,10210,6.9,0.655
10210,755,7.15,0.6425
755,10210,7.15,0.6425
10210,11331,7.37,0.6313
11331,10210,7.37,0.6313
10210,11116,7.43,0.6286
11116,10210,7.43,0.6286
10211,11082,1.7,0.915
11082,10211,1.7,0.915
10211,1075,2.08,0.8958
1075,10211,2.08,0.8958
10212,1463,2.22,0.889
1463,10212,2.22,0.889
10212,2643,2.25,0.8877
2643,10212,2.25,0.8877
10212,5753,2.37,0.8815
5753,10212,2.37,0.8815
10212,10355,2.37,0.8814
10355,10212,2.37,0.8814
10212,9430,2.4,0.8798
9430,10212,2.4,0.8798
10212,4514,2.46,0.8772
4514,10212,2.46,0.8772
10213,10225,0.32,0.9839
10225,10213,0.32,0.9839
10213,10353,0.37,0.9814
10353,10213,0.37,0.9814
10213,10238,0.54,0.9729
10238,10213,0.54,0.9729
10213,11445,1.2,0.9398
11445,10213,1.2,0.9398
10213,10173,1.43,0.9284
10173,10213,1.43,0.9284
10214,10750,0.22,0.9891
10750,10214,0.22,0.9891
10214,11144,0.25,0.9876
11144,10214,0.25,0.9876
10214,10810,0.34,0.9828
10810,10214,0.34,0.9828
10214,12199,0.85,0.9575
12199,10214,0.85,0.9575
10214,10597,0.92,0.9539
10597,10214,0.92,0.9539
10214,10480,0.93,0.9534
10480,10214,0.93,0.9534
10215,10274,0.59,0.9703
10274,10215,0.59,0.9703
10215,10408,0.88,0.9558
10408,10215,0.88,0.9558
10215,11958,0.94,0.9532
11958,10215,0.94,0.9532
10215,2620,1.58,0.9208
2620,10215,1.58,0.9208
10215,1004,1.66,0.9168
1004,10215,1.66,0.9168
10215,9990,1.69,0.9153
9990,10215,1.69,0.9153
10216,11074,0.67,0.9663
11074,10216,0.67,0.9663
10216,3738,1.4,0.9299
3738,10216,1.4,0.9299
10216,5863,1.46,0.9268
5863,10216,1.46,0.9268
10216,12072,1.47,0.9264
12072,10216,1.47,0.9264
10217,10409,1.39,0.9306
10409,10217,1.39,0.9306
10218,13546,2.03,0.8986
13546,10218,2.03,0.8986
10218,10089,3.84,0.8079
10089,10218,3.84,0.8079
10218,2563,4.0,0.8
2563,10218,4.0,0.8
10218,3845,5.36,0.7322
3845,10218,5.36,0.7322
10218,3472,5.48,0.7262
3472,10218,5.48,0.7262
10218,2207,5.7,0.7148
2207,10218,5.7,0.7148
10219,11224,1.89,0.9057
11224,10219,1.89,0.9057
10219,12537,1.96,0.9022
12537,10219,1.96,0.9022
10219,565,3.13,0.8433
565,10219,3.13,0.8433
10219,2557,3.17,0.8416
2557,10219,3.17,0.8416
10219,13033,3.29,0.8356
13033,10219,3.29,0.8356
10220,10289,0.97,0.9515
10289,10220,0.97,0.9515
10220,12344,2.28,0.8862
12344,10220,2.28,0.8862
10220,10771,2.82,0.8592
10771,10220,2.82,0.8592
10220,1249,2.93,0.8536
1249,10220,2.93,0.8536
10220,10438,2.97,0.8514
10438,10220,2.97,0.8514
10220,10345,2.98,0.851
10345,10220,2.98,0.851
10221,10612,0.45,0.9776
10612,10221,0.45,0.9776
10221,10924,0.61,0.9693
10924,10221,0.61,0.9693
10221,11326,0.62,0.9688
11326,10221,0.62,0.9688
10221,10722,0.77,0.9617
10722,10221,0.77,0.9617
10221,10759,0.82,0.9588
10759,10221,0.82,0.9588
10221,10660,0.91,0.9543
10660,10221,0.91,0.9543
10222,10318,1.46,0.9271
10318,10222,1.46,0.9271
10222,10696,1.94,0.9028
10696,10222,1.94,0.9028
10222,13048,5.03,0.7484
13048,10222,5.03,0.7484
10222,13442,5.24,0.7382
13442,10222,5.24,0.7382
10222,10548,6.41,0.6794
10548,10222,6.41,0.6794
10222,12994,7.18,0.6409
12994,10222,7.18,0.6409
10223,11496,0.08,0.996
11496,10223,0.08,0.996
10223,10760,0.96,0.9521
10760,10223,0.96,0.9521
10223,13390,1.28,0.9361
13390,10223,1.28,0.9361
10223,10329,1.42,0.929
10329,10223,1.42,0.929
10223,10445,1.5,0.9248
10445,10223,1.5,0.9248
10223,660,1.57,0.9213
660,10223,1.57,0.9213
10224,13297,1.21,0.9393
13297,10224,1.21,0.9393
10224,10290,1.33,0.9335
10290,10224,1.33,0.9335
10224,10502,1.43,0.9286
10502,10224,1.43,0.9286
10224,12711,1.69,0.9154
12711,10224,1.69,0.9154
10224,553,1.99,0.9006
553,10224,1.99,0.9006
10224,10171,2.02,0.8991
10171,10224,2.02,0.8991
10224,2620,2.17,0.8913
2620,10224,2.17,0.8913
10224,1004,2.24,0.8881
1004,10224,2.24,0.8881
10225,10353,0.3,0.9849
10353,10225,0.3,0.9849
10225,10238,0.34,0.9828
10238,10225,0.34,0.9828
10226,13812,0.02,0.9988
13812,10226,0.02,0.9988
10226,10703,1.98,0.9011
10703,10226,1.98,0.9011
10226,10205,2.72,0.8638
10205,10226,2.72,0.8638
10226,13208,2.73,0.8635
13208,10226,2.73,0.8635
10226,1490,2.75,0.8625
1490,10226,2.75,0.8625
10226,13423,2.88,0.8562
13423,10226,2.88,0.8562
10226,12997,2.94,0.8528
12997,10226,2.94,0.8528
10227,10261,1.57,0.9215
10261,10227,1.57,0.9215
10227,10229,1.9,0.9048
10229,10227,1.9,0.9048
10227,12252,1.95,0.9027
12252,10227,1.95,0.9027
10228,10737,1.2,0.9399
10737,10228,1.2,0.9399
10228,12238,1.41,0.9294
12238,10228,1.41,0.9294
10228,11148,1.76,0.9122
11148,10228,1.76,0.9122
10228,11816,2.24,0.8881
11816,10228,2.24,0.8881
10228,2696,2.33,0.8837
2696,10228,2.33,0.8837
10228,11190,2.37,0.8815
11190,10228,2.37,0.8815
10229,10261,0.9,0.9551
10261,10229,0.9,0.9551
10229,12698,1.24,0.9382
12698,10229,1.24,0.9382
10229,12252,1.62,0.9191
12252,10229,1.62,0.9191
10229,10942,1.8,0.9102
10942,10229,1.8,0.9102
10230,11375,1.18,0.9409
11375,10230,1.18,0.9409
10230,10357,1.23,0.9385
10357,10230,1.23,0.9385
10230,11082,1.78,0.9111
11082,10230,1.78,0.9111
10230,9430,2.58,0.871
9430,10230,2.58,0.871
10230,6627,2.92,0.8542
6627,10230,2.92,0.8542
10231,10988,1.12,0.9442
10988,10231,1.12,0.9442
10231,11921,2.53,0.8737
11921,10231,2.53,0.8737
10231,10256,3.26,0.8371
10256,10231,3.26,0.8371
10231,10956,6.61,0.6697
10956,10231,6.61,0.6697
10232,10240,0.45,0.9775
10240,10232,0.45,0.9775
10232,13493,0.73,0.9637
13493,10232,0.73,0.9637
10232,10354,0.8,0.9599
10354,10232,0.8,0.9599
10232,10955,0.96,0.9521
10955,10232,0.96,0.9521
10232,2165,1.02,0.949
2165,10232,1.02,0.949
10233,12583,1.0,0.9501
12583,10233,1.0,0.9501
10233,10313,2.74,0.8632
10313,10233,2.74,0.8632
10233,10375,5.25,0.7376
10375,10233,5.25,0.7376
10233,353,6.52,0.6742
353,10233,6.52,0.6742
10233,10460,7.78,0.6108
10460,10233,7.78,0.6108
10234,11251,1.14,0.943
11251,10234,1.14,0.943
10234,13210,1.44,0.928
13210,10234,1.44,0.928
10234,8015,1.63,0.9186
8015,10234,1.63,0.9186
10234,8010,1.97,0.9013
8010,10234,1.97,0.9013
10235,10257,0.95,0.9526
10257,10235,0.95,0.9526
10235,622,1.61,0.9193
622,10235,1.61,0.9193
10235,7188,1.74,0.9128
7188,10235,1.74,0.9128
10235,6598,1.88,0.9062
6598,10235,1.88,0.9062
10235,9469,1.93,0.9035
9469,10235,1.93,0.9035
10236,10777,0.16,0.9921
10777,10236,0.16,0.9921
10236,10315,0.87,0.9567
10315,10236,0.87,0.9567
10237,10448,3.66,0.8171
10448,10237,3.66,0.8171
10238,10353,0.64,0.9678
10353,10238,0.64,0.9678
10238,11445,0.94,0.9529
11445,10238,0.94,0.9529
10238,1080,1.15,0.9425
1080,10238,1.15,0.9425
10238,10312,1.23,0.9384
10312,10238,1.23,0.9384
10239,10611,0.17,0.9916
10611,10239,0.17,0.9916
10239,13611,0.63,0.9683
13611,10239,0.63,0.9683
10239,11124,0.74,0.9631
11124,10239,0.74,0.9631
10239,9920,0.86,0.957
9920,10239,0.86,0.957
10240,13493,0.38,0.9812
13493,10240,0.38,0.9812
10240,10601,0.83,0.9583
10601,10240,0.83,0.9583
10240,10955,0.89,0.9557
10955,10240,0.89,0.9557
10240,10354,0.92,0.954
10354,10240,0.92,0.954
10241,10488,1.37,0.9316
10488,10241,1.37,0.9316
10241,12120,1.82,0.9091
12120,10241,1.82,0.9091
10241,5855,1.88,0.9058
5855,10241,1.88,0.9058
10242,12573,0.48,0.9759
12573,10242,0.48,0.9759
10242,12331,0.51,0.9743
12331,10242,0.51,0.9743
10242,13086,0.7,0.965
13086,10242,0.7,0.965
10242,10832,0.76,0.962
10832,10242,0.76,0.962
10242,10525,0.8,0.9602
10525,10242,0.8,0.9602
10243,11228,0.53,0.9735
11228,10243,0.53,0.9735
10243,11167,0.66,0.967
11167,10243,0.66,0.967
10244,11380,1.18,0.941
11380,10244,1.18,0.941
10244,12761,1.43,0.9285
12761,10244,1.43,0.9285
10244,10291,2.22,0.889
10291,10244,2.22,0.889
10244,10914,3.11,0.8447
10914,10244,3.11,0.8447
10245,13679,0.68,0.9661
13679,10245,0.68,0.9661
10245,11242,0.68,0.9659
11242,10245,0.68,0.9659
10245,10269,0.81,0.9593
10269,10245,0.81,0.9593
10245,10312,1.05,0.9477
10312,10245,1.05,0.9477
10245,10204,1.28,0.9359
10204,10245,1.28,0.9359
10245,10173,1.31,0.9345
10173,10245,1.31,0.9345
10246,13686,0.76,0.9622
13686,10246,0.76,0.9622
10246,10408,1.31,0.9345
10408,10246,1.31,0.9345
10246,12871,1.59,0.9204
12871,10246,1.59,0.9204
10246,1004,1.62,0.9191
1004,10246,1.62,0.9191
10247,10351,0.47,0.9765
10351,10247,0.47,0.9765
10247,12125,1.0,0.9499
12125,10247,1.0,0.9499
10247,10955,1.32,0.9342
10955,10247,1.32,0.9342
10247,964,1.44,0.928
964,10247,1.44,0.928
10247,11684,1.51,0.9244
11684,10247,1.51,0.9244
10247,10232,1.56,0.922
10232,10247,1.56,0.922
10247,3096,1.58,0.921
3096,10247,1.58,0.921
10248,13073,1.43,0.9285
13073,10248,1.43,0.9285
10248,12950,1.77,0.9116
12950,10248,1.77,0.9116
10248,10352,1.82,0.909
10352,10248,1.82,0.909
10248,12090,2.88,0.8559
12090,10248,2.88,0.8559
10248,10262,2.92,0.8541
10262,10248,2.92,0.8541
10248,2651,4.35,0.7826
2651,10248,4.35,0.7826
10248,10381,4.42,0.7789
10381,10248,4.42,0.7789
10249,10628,0.4,0.9799
10628,10249,0.4,0.9799
10249,13215,0.43,0.9787
13215,10249,0.43,0.9787
10249,10641,0.67,0.9665
10641,10249,0.67,0.9665
10250,12241,0.66,0.9668
12241,10250,0.66,0.9668
10250,11361,1.45,0.9274
11361,10250,1.45,0.9274
10250,11986,1.48,0.9259
11986,10250,1.48,0.9259
10251,10620,0.77,0.9617
10620,10251,0.77,0.9617
10251,10602,0.89,0.9556
10602,10251,0.89,0.9556
10251,4036,0.97,0.9515
4036,10251,0.97,0.9515
10251,10832,1.09,0.9455
10832,10251,1.09,0.9455
10253,12563,0.22,0.9892
12563,10253,0.22,0.9892
10253,12199,0.97,0.9517
12199,10253,0.97,0.9517
10253,10643,1.25,0.9373
10643,10253,1.25,0.9373
10253,13755,1.32,0.9341
13755,10253,1.32,0.9341
10253,12184,1.38,0.9309
12184,10253,1.38,0.9309
10253,1585,1.55,0.9223
1585,10253,1.55,0.9223
10253,10621,1.58,0.9212
10621,10253,1.58,0.9212
10254,10321,0.51,0.9746
10321,10254,0.51,0.9746
10254,12867,1.28,0.936
12867,10254,1.28,0.936
10254,10621,1.32,0.9338
10621,10254,1.32,0.9338
10254,1585,1.35,0.9326
1585,10254,1.35,0.9326
10254,11556,1.62,0.9188
11556,10254,1.62,0.9188
10255,11491,0.73,0.9636
11491,10255,0.73,0.9636
10255,12125,1.13,0.9435
12125,10255,1.13,0.9435
10255,10512,1.25,0.9373
10512,10255,1.25,0.9373
10255,576,1.38,0.9312
576,10255,1.38,0.9312
10256,570,0.0,1.0
570,10256,0.0,1.0
10256,11921,1.49,0.9256
11921,10256,1.49,0.9256
10256,10988,4.35,0.7823
10988,10256,4.35,0.7823
10256,10956,8.89,0.5555
10956,10256,8.89,0.5555
10256,3103,9.3,0.5348
3103,10256,9.3,0.5348
10257,10259,1.32,0.9341
10259,10257,1.32,0.9341
10257,10295,1.42,0.9289
10295,10257,1.42,0.9289
10257,10193,1.54,0.923
10193,10257,1.54,0.923
10258,13615,0.51,0.9743
13615,10258,0.51,0.9743
10258,11229,0.74,0.9632
11229,10258,0.74,0.9632
10259,10450,1.23,0.9384
10450,10259,1.23,0.9384
10259,10469,1.42,0.9291
10469,10259,1.42,0.9291
10260,13337,1.41,0.9293
13337,10260,1.41,0.9293
10260,12325,1.48,0.9262
12325,10260,1.48,0.9262
10260,11601,1.7,0.9148
11601,10260,1.7,0.9148
10260,10432,1.73,0.9137
10432,10260,1.73,0.9137
10261,12252,0.76,0.962
12252,10261,0.76,0.962
10261,10942,0.94,0.9528
10942,10261,0.94,0.9528
10261,3350,2.06,0.8972
3350,10261,2.06,0.8972
10262,10381,1.69,0.9154
10381,10262,1.69,0.9154
10262,12090,2.1,0.895
12090,10262,2.1,0.895
10262,11510,2.12,0.894
11510,10262,2.12,0.894
10262,13073,3.48,0.8261
13073,10262,3.48,0.8261
10262,13386,3.64,0.8179
13386,10262,3.64,0.8179
10262,13014,3.65,0.8176
13014,10262,3.65,0.8176
10263,11483,0.52,0.9741
11483,10263,0.52,0.9741
10263,12461,1.41,0.9295
12461,10263,1.41,0.9295
10263,12594,1.45,0.9277
12594,10263,1.45,0.9277
10263,70,1.55,0.9225
70,10263,1.55,0.9225
10263,11479,1.62,0.9189
11479,10263,1.62,0.9189
10263,13314,1.7,0.9148
13314,10263,1.7,0.9148
10263,3860,1.98,0.9011
3860,10263,1.98,0.9011
10264,12643,0.12,0.9941
12643,10264,0.12,0.9941
10264,12166,0.19,0.9906
12166,10264,0.19,0.9906
10264,10555,0.56,0.9722
10555,10264,0.56,0.9722
10265,10485,0.84,0.9582
10485,10265,0.84,0.9582
10265,10749,1.52,0.9242
10749,10265,1.52,0.9242
10265,916,2.14,0.8931
916,10265,2.14,0.8931
10266,10977,1.75,0.9127
10977,10266,1.75,0.9127
10266,11256,2.52,0.8739
11256,10266,2.52,0.8739
10266,11814,4.57,0.7715
11814,10266,4.57,0.7715
10266,12824,5.42,0.7292
12824,10266,5.42,0.7292
10266,13055,6.22,0.6888
13055,10266,6.22,0.6888
10267,10767,0.01,0.9993
10767,10267,0.01,0.9993
10267,13056,0.23,0.9887
13056,10267,0.23,0.9887
10267,12533,0.27,0.9864
12533,10267,0.27,0.9864
10267,12417,0.44,0.9781
12417,10267,0.44,0.9781
10267,12766,0.48,0.9758
12766,10267,0.48,0.9758
10268,1744,16.28,0.1858
1744,10268,16.28,0.1858
10268,4124,16.86,0.1572
4124,10268,16.86,0.1572
10268,7978,18.02,0.099
7978,10268,18.02,0.099
10268,1167,18.45,0.0774
1167,10268,18.45,0.0774
10269,11242,1.22,0.9388
11242,10269,1.22,0.9388
10269,13679,1.36,0.932
13679,10269,1.36,0.932
10269,11393,1.77,0.9116
11393,10269,1.77,0.9116
10269,10185,1.85,0.9074
10185,10269,1.85,0.9074
10269,10312,1.86,0.9071
10312,10269,1.86,0.9071
10269,322,1.89,0.9054
322,10269,1.89,0.9054
10270,11681,1.49,0.9256
11681,10270,1.49,0.9256
10270,10908,1.75,0.9123
10908,10270,1.75,0.9123
10270,11766,1.91,0.9044
11766,10270,1.91,0.9044
10270,2461,2.03,0.8984
2461,10270,2.03,0.8984
10270,9368,2.74,0.8628
9368,10270,2.74,0.8628
10270,11290,2.75,0.8625
11290,10270,2.75,0.8625
10271,11482,0.68,0.9659
11482,10271,0.68,0.9659
10271,10886,0.73,0.9633
10886,10271,0.73,0.9633
10271,11153,0.94,0.9531
11153,10271,0.94,0.9531
10271,12801,1.02,0.9492
12801,10271,1.02,0.9492
10272,13491,0.52,0.9742
13491,10272,0.52,0.9742
10272,12271,1.06,0.9468
12271,10272,1.06,0.9468
10272,12192,2.03,0.8984
12192,10272,2.03,0.8984
10272,10929,2.13,0.8935
10929,10272,2.13,0.8935
10272,3246,2.68,0.8658
3246,10272,2.68,0.8658
10272,800,2.71,0.8647
800,10272,2.71,0.8647
10272,2923,2.77,0.8613
2923,10272,2.77,0.8613
10273,10904,0.46,0.9769
10904,10273,0.46,0.9769
10273,12184,0.85,0.9576
12184,10273,0.85,0.9576
10273,10643,1.2,0.9399
10643,10273,1.2,0.9399
10273,11633,1.32,0.9342
11633,10273,1.32,0.9342
10274,11958,0.54,0.9728
11958,10274,0.54,0.9728
10274,12843,1.35,0.9327
12843,10274,1.35,0.9327
10274,10408,1.44,0.9281
10408,10274,1.44,0.9281
10274,10349,1.53,0.9234
10349,10274,1.53,0.9234
10274,10961,1.7,0.9151
10961,10274,1.7,0.9151
10275,11048,2.24,0.888
11048,10275,2.24,0.888
10275,5488,3.61,0.8195
5488,10275,3.61,0.8195
10275,11008,3.79,0.8105
11008,10275,3.79,0.8105
10275,11079,4.31,0.7843
11079,10275,4.31,0.7843
10275,1323,4.48,0.7758
1323,10275,4.48,0.7758
10276,3078,1.37,0.9313
3078,10276,1.37,0.9313
10276,13211,1.5,0.9251
13211,10276,1.5,0.9251
10276,10931,1.76,0.9119
10931,10276,1.76,0.9119
10277,11146,1.83,0.9087
11146,10277,1.83,0.9087
10277,988,3.68,0.8158
988,10277,3.68,0.8158
10277,10340,4.25,0.7875
10340,10277,4.25,0.7875
10277,10332,4.37,0.7816
10332,10277,4.37,0.7816
10277,3525,4.55,0.7726
3525,10277,4.55,0.7726
10278,10487,1.47,0.9267
10487,10278,1.47,0.9267
10278,13270,1.5,0.9248
13270,10278,1.5,0.9248
10278,13278,1.98,0.9009
13278,10278,1.98,0.9009
10278,278,2.49,0.8754
278,10278,2.49,0.8754
10278,10482,2.59,0.8704
10482,10278,2.59,0.8704
10279,11704,0.56,0.9718
11704,10279,0.56,0.9718
10279,9946,0.76,0.9622
9946,10279,0.76,0.9622
10279,10807,0.77,0.9614
10807,10279,0.77,0.9614
10279,11000,0.93,0.9537
11000,10279,0.93,0.9537
10279,11193,0.98,0.9512
11193,10279,0.98,0.9512
10279,11231,1.01,0.9496
11231,10279,1.01,0.9496
10279,11734,1.02,0.9491
11734,10279,1.02,0.9491
10279,10385,1.07,0.9466
10385,10279,1.07,0.9466
10280,11827,1.1,0.9452
11827,10280,1.1,0.9452
10281,11395,0.68,0.9661
11395,10281,0.68,0.9661
10281,11706,0.87,0.9565
11706,10281,0.87,0.9565
10281,10348,0.89,0.9556
10348,10281,0.89,0.9556
10281,11943,1.13,0.9437
11943,10281,1.13,0.9437
10281,2817,1.31,0.9345
2817,10281,1.31,0.9345
10282,10720,1.72,0.9139
10720,10282,1.72,0.9139
10282,10530,2.02,0.8988
10530,10282,2.02,0.8988
10282,10489,2.46,0.8771
10489,10282,2.46,0.8771
10282,10352,3.28,0.8362
10352,10282,3.28,0.8362
10282,10946,3.34,0.8328
10946,10282,3.34,0.8328
10283,13429,0.02,0.9988
13429,10283,0.02,0.9988
10283,10520,0.59,0.9706
10520,10283,0.59,0.9706
10283,12936,0.62,0.9688
12936,10283,0.62,0.9688
10283,11264,0.64,0.968
11264,10283,0.64,0.968
10283,11162,0.7,0.9652
11162,10283,0.7,0.9652
10283,11710,0.73,0.9635
11710,10283,0.73,0.9635
10283,12511,0.74,0.9628
12511,10283,0.74,0.9628
10284,12113,0.6,0.9699
12113,10284,0.6,0.9699
10284,11906,0.63,0.9687
11906,10284,0.63,0.9687
10284,10907,0.66,0.967
10907,10284,0.66,0.967
10284,12535,0.75,0.9626
12535,10284,0.75,0.9626
10284,12097,0.8,0.9601
12097,10284,0.8,0.9601
10285,10880,0.18,0.991
10880,10285,0.18,0.991
10285,10914,1.71,0.9147
10914,10285,1.71,0.9147
10285,13337,2.41,0.8793
13337,10285,2.41,0.8793
10285,12276,2.77,0.8613
12276,10285,2.77,0.8613
10285,12866,2.93,0.8535
12866,10285,2.93,0.8535
10285,3412,3.17,0.8416
3412,10285,3.17,0.8416
10286,13790,0.14,0.9929
13790,10286,0.14,0.9929
10286,13248,0.59,0.9707
13248,10286,0.59,0.9707
10286,11669,0.7,0.9652
11669,10286,0.7,0.9652
10286,418,0.73,0.9636
418,10286,0.73,0.9636
10286,11159,0.73,0.9633
11159,10286,0.73,0.9633
10287,12050,1.06,0.947
12050,10287,1.06,0.947
10287,10527,1.07,0.9464
10527,10287,1.07,0.9464
10287,11652,1.82,0.9092
11652,10287,1.82,0.9092
10287,13103,1.88,0.906
13103,10287,1.88,0.906
10287,154,2.24,0.888
154,10287,2.24,0.888
10288,12997,0.92,0.9542
12997,10288,0.92,0.9542
10288,13309,1.34,0.9328
13309,10288,1.34,0.9328
10288,10703,1.43,0.9285
10703,10288,1.43,0.9285
10288,11296,2.22,0.8892
11296,10288,2.22,0.8892
10288,13208,2.26,0.8869
13208,10288,2.26,0.8869
10288,10304,2.49,0.8756
10304,10288,2.49,0.8756
10289,12344,1.37,0.9316
12344,10289,1.37,0.9316
10289,1249,3.28,0.836
1249,10289,3.28,0.836
10289,1002,3.43,0.8285
1002,10289,3.43,0.8285
10289,10345,3.72,0.814
10345,10289,3.72,0.814
10289,10771,3.75,0.8125
10771,10289,3.75,0.8125
10289,10438,3.8,0.8098
10438,10289,3.8,0.8098
10290,13297,0.24,0.9878
13297,10290,0.24,0.9878
10290,10502,0.91,0.9543
10502,10290,0.91,0.9543
10290,11776,2.59,0.8707
11776,10290,2.59,0.8707
10290,12711,3.0,0.85
12711,10290,3.0,0.85
10290,553,3.18,0.8412
553,10290,3.18,0.8412
10290,10171,3.32,0.8339
10171,10290,3.32,0.8339
10290,10503,3.39,0.8303
10503,10290,3.39,0.8303
10291,12761,1.84,0.908
12761,10291,1.84,0.908
10291,11380,2.1,0.8952
11380,10291,2.1,0.8952
10291,13131,3.08,0.8461
