src,dst,travelMinutes,weight
5364,2158,0.43,0.9784
2158,5647,0.5,0.975
5647,2158,0.5,0.975
2158,3762,0.56,0.9718
3762,2158,0.56,0.9718
2158,10082,0.56,0.9718
10082,2158,0.56,0.9718
2158,5890,0.59,0.9707
5890,2158,0.59,0.9707
2159,5252,0.31,0.9845
5252,2159,0.31,0.9845
2159,9379,0.44,0.9782
9379,2159,0.44,0.9782
2159,13047,0.54,0.973
13047,2159,0.54,0.973
2159,4391,0.96,0.9518
4391,2159,0.96,0.9518
2159,7324,1.06,0.947
7324,2159,1.06,0.947
2159,1591,1.15,0.9425
1591,2159,1.15,0.9425
2160,5512,8.04,0.5981
5512,2160,8.04,0.5981
2160,13657,8.39,0.5805
13657,2160,8.39,0.5805
2160,2311,9.7,0.5151
2311,2160,9.7,0.5151
2160,9312,17.5,0.1251
9312,2160,17.5,0.1251
2160,9374,17.5,0.1251
9374,2160,17.5,0.1251
2160,7978,17.53,0.1234
7978,2160,17.53,0.1234
2161,4525,0.42,0.9789
4525,2161,0.42,0.9789
2161,12033,0.74,0.963
12033,2161,0.74,0.963
2161,7123,0.92,0.9539
7123,2161,0.92,0.9539
2161,10892,0.98,0.9511
10892,2161,0.98,0.9511
2161,12650,1.14,0.9432
12650,2161,1.14,0.9432
2161,7817,1.24,0.9382
7817,2161,1.24,0.9382
2162,12845,11.48,0.426
12845,2162,11.48,0.426
2162,4710,11.72,0.4139
4710,2162,11.72,0.4139
2162,7382,11.77,0.4114
7382,2162,11.77,0.4114
2162,130,15.66,0.2172
130,2162,15.66,0.2172
2162,7986,16.15,0.1925
7986,2162,16.15,0.1925
2162,7987,16.44,0.1779
7987,2162,16.44,0.1779
2162,12428,17.38,0.1309
12428,2162,17.38,0.1309
2162,1720,17.41,0.1294
1720,2162,17.41,0.1294
2163,9672,2.26,0.887
9672,2163,2.26,0.887
2163,4799,2.76,0.8622
4799,2163,2.76,0.8622
2163,11905,4.21,0.7895
11905,2163,4.21,0.7895
2163,9422,4.35,0.7827
9422,2163,4.35,0.7827
2163,13394,5.23,0.7384
13394,2163,5.23,0.7384
2163,6499,6.18,0.6908
6499,2163,6.18,0.6908
2163,6366,6.18,0.6908
6366,2163,6.18,0.6908
2163,11075,6.31,0.6847
11075,2163,6.31,0.6847
2164,12413,0.38,0.9809
12413,2164,0.38,0.9809
2164,3110,0.58,0.9708
3110,2164,0.58,0.9708
2164,12612,0.73,0.9635
12612,2164,0.73,0.9635
2164,5640,0.75,0.9627
5640,2164,0.75,0.9627
2164,13046,0.84,0.958
13046,2164,0.84,0.958
2164,3560,0.9,0.955
3560,2164,0.9,0.955
2164,11430,1.01,0.9493
11430,2164,1.01,0.9493
2164,9544,1.05,0.9473
9544,2164,1.05,0.9473
2165,10354,0.43,0.9783
10354,2165,0.43,0.9783
2165,10475,0.71,0.9645
10475,2165,0.71,0.9645
2165,10372,0.77,0.9613
10372,2165,0.77,0.9613
2165,10240,0.93,0.9533
10240,2165,0.93,0.9533
2165,3678,0.99,0.9507
3678,2165,0.99,0.9507
2165,10512,0.99,0.9504
10512,2165,0.99,0.9504
2165,1628,1.0,0.9501
1628,2165,1.0,0.9501
2165,5574,1.0,0.95
5574,2165,1.0,0.95
2166,10777,0.23,0.9885
10777,2166,0.23,0.9885
2166,10236,0.29,0.9856
10236,2166,0.29,0.9856
2166,2986,0.43,0.9784
2986,2166,0.43,0.9784
2166,10209,0.68,0.9659
10209,2166,0.68,0.9659
2166,9649,0.89,0.9555
9649,2166,0.89,0.9555
2166,2796,0.93,0.9535
2796,2166,0.93,0.9535
2166,10206,1.05,0.9473
10206,2166,1.05,0.9473
2167,3795,1.0,0.9498
3795,2167,1.0,0.9498
2167,6609,1.07,0.9467
6609,2167,1.07,0.9467
2167,6604,1.39,0.9307
6604,2167,1.39,0.9307
2167,4224,2.58,0.871
4224,2167,2.58,0.871
2167,13219,2.63,0.8684
13219,2167,2.63,0.8684
2167,6215,2.72,0.8642
6215,2167,2.72,0.8642
2167,4283,2.72,0.864
4283,2167,2.72,0.864
2168,10976,2.71,0.8646
10976,2168,2.71,0.8646
2168,12838,2.74,0.8628
12838,2168,2.74,0.8628
2168,4177,3.03,0.8487
4177,2168,3.03,0.8487
2168,3361,3.14,0.8431
3361,2168,3.14,0.8431
2168,11257,3.98,0.8012
11257,2168,3.98,0.8012
2168,12014,4.02,0.799
12014,2168,4.02,0.799
2168,13238,4.15,0.7927
13238,2168,4.15,0.7927
2168,13102,4.17,0.7913
13102,2168,4.17,0.7913
2169,2297,21.04,0.0
2297,2169,21.04,0.0
2169,3313,24.21,0.0
3313,2169,24.21,0.0
2170,3363,0.0,1.0
3363,2170,0.0,1.0
2170,2229,0.0,0.9999
2229,2170,0.0,0.9999
2170,7035,0.57,0.9715
7035,2170,0.57,0.9715
2170,11345,0.63,0.9685
11345,2170,0.63,0.9685
2170,11230,0.67,0.9663
11230,2170,0.67,0.9663
2170,10524,0.81,0.9597
10524,2170,0.81,0.9597
2170,10434,0.85,0.9573
10434,2170,0.85,0.9573
2170,10840,0.9,0.955
10840,2170,0.9,0.955
2171,10703,0.67,0.9663
10703,2171,0.67,0.9663
2171,10288,0.76,0.9621
10288,2171,0.76,0.9621
2171,12997,1.12,0.9442
12997,2171,1.12,0.9442
2171,13309,1.34,0.9332
13309,2171,1.34,0.9332
2171,13208,1.68,0.9161
13208,2171,1.68,0.9161
2171,10226,2.59,0.8703
10226,2171,2.59,0.8703
2171,13812,2.62,0.8691
13812,2171,2.62,0.8691
2171,11296,2.63,0.8683
11296,2171,2.63,0.8683
2172,9814,0.01,0.9997
9814,2172,0.01,0.9997
2172,9886,0.05,0.9977
9886,2172,0.05,0.9977
2172,2822,0.27,0.9864
2822,2172,0.27,0.9864
2172,9872,0.42,0.979
9872,2172,0.42,0.979
2172,13538,0.55,0.9724
13538,2172,0.55,0.9724
2172,10953,0.57,0.9717
10953,2172,0.57,0.9717
2172,6228,0.6,0.9702
6228,2172,0.6,0.9702
2173,9657,0.22,0.9892
9657,2173,0.22,0.9892
2173,4283,0.49,0.9754
4283,2173,0.49,0.9754
2173,13219,0.54,0.9732
13219,2173,0.54,0.9732
2173,7913,0.75,0.9624
7913,2173,0.75,0.9624
2173,13638,0.87,0.9565
13638,2173,0.87,0.9565
2173,5637,0.87,0.9564
5637,2173,0.87,0.9564
2173,11140,0.92,0.954
11140,2173,0.92,0.954
2174,11014,0.48,0.9761
11014,2174,0.48,0.9761
2174,2221,0.49,0.9753
2221,2174,0.49,0.9753
2174,3089,0.57,0.9717
3089,2174,0.57,0.9717
2174,11471,0.98,0.9509
11471,2174,0.98,0.9509
2174,169,1.31,0.9344
169,2174,1.31,0.9344
2174,13197,1.83,0.9086
13197,2174,1.83,0.9086
2175,2288,1.59,0.9203
2288,2175,1.59,0.9203
2175,10138,5.27,0.7366
10138,2175,5.27,0.7366
2175,3890,9.61,0.5196
3890,2175,9.61,0.5196
2175,8710,10.58,0.4712
8710,2175,10.58,0.4712
2175,8709,11.66,0.4169
8709,2175,11.66,0.4169
2175,13433,15.14,0.2428
13433,2175,15.14,0.2428
2175,12916,15.17,0.2415
12916,2175,15.17,0.2415
2176,5715,0.34,0.9831
5715,2176,0.34,0.9831
2176,6657,2.52,0.874
6657,2176,2.52,0.874
2176,7167,5.24,0.738
7167,2176,5.24,0.738
2176,7294,17.33,0.1335
7294,2176,17.33,0.1335
2176,7293,17.74,0.1128
7293,2176,17.74,0.1128
2176,8143,19.03,0.0486
8143,2176,19.03,0.0486
2176,772,19.21,0.0393
772,2176,19.21,0.0393
2177,2687,3.38,0.8311
2687,2177,3.38,0.8311
2177,3126,8.03,0.5987
3126,2177,8.03,0.5987
2177,11562,8.03,0.5984
11562,2177,8.03,0.5984
2177,4835,9.54,0.523
4835,2177,9.54,0.523
2177,2045,12.25,0.3875
2045,2177,12.25,0.3875
2177,2847,12.54,0.3728
2847,2177,12.54,0.3728
2178,7440,10.51,0.4746
7440,2178,10.51,0.4746
2178,3310,13.11,0.3446
3310,2178,13.11,0.3446
2178,8684,14.16,0.2921
8684,2178,14.16,0.2921
2178,13469,17.63,0.1185
13469,2178,17.63,0.1185
2178,2686,18.03,0.0987
2686,2178,18.03,0.0987
2178,5011,18.22,0.0889
5011,2178,18.22,0.0889
2178,13768,19.06,0.0471
13768,2178,19.06,0.0471
2179,12355,0.39,0.9805
12355,2179,0.39,0.9805
2179,10723,0.39,0.9805
10723,2179,0.39,0.9805
2179,13324,0.41,0.9794
13324,2179,0.41,0.9794
2179,4236,0.45,0.9775
4236,2179,0.45,0.9775
2179,9988,0.71,0.9643
9988,2179,0.71,0.9643
2180,13227,0.57,0.9714
13227,2180,0.57,0.9714
2180,9390,0.76,0.962
9390,2180,0.76,0.962
2180,12760,0.84,0.9579
12760,2180,0.84,0.9579
2180,12827,0.85,0.9573
12827,2180,0.85,0.9573
2180,12053,0.88,0.9559
12053,2180,0.88,0.9559
2180,5280,0.94,0.9528
5280,2180,0.94,0.9528
2180,12052,0.95,0.9526
12052,2180,0.95,0.9526
2180,13455,0.97,0.9515
13455,2180,0.97,0.9515
2181,3164,11.01,0.4497
3164,2181,11.01,0.4497
2181,2837,14.76,0.2619
2837,2181,14.76,0.2619
2181,2751,15.93,0.2035
2751,2181,15.93,0.2035
2181,568,16.19,0.1906
568,2181,16.19,0.1906
2181,6358,16.47,0.1764
6358,2181,16.47,0.1764
2181,6359,16.9,0.1549
6359,2181,16.9,0.1549
2182,12446,0.32,0.9838
12446,2182,0.32,0.9838
2182,8740,0.53,0.9737
8740,2182,0.53,0.9737
2182,11974,0.91,0.9546
11974,2182,0.91,0.9546
2182,4374,1.45,0.9277
4374,2182,1.45,0.9277
2182,8754,2.55,0.8723
8754,2182,2.55,0.8723
2182,2521,2.6,0.8699
2521,2182,2.6,0.8699
2182,1282,2.7,0.8648
1282,2182,2.7,0.8648
2182,2747,2.81,0.8596
2747,2182,2.81,0.8596
2183,12360,0.29,0.9853
12360,2183,0.29,0.9853
2183,9244,0.59,0.9704
9244,2183,0.59,0.9704
2183,10947,0.68,0.9658
10947,2183,0.68,0.9658
2183,3179,0.72,0.9641
3179,2183,0.72,0.9641
2183,9278,0.72,0.9638
9278,2183,0.72,0.9638
2183,13629,0.73,0.9634
13629,2183,0.73,0.9634
2183,9064,0.91,0.9545
9064,2183,0.91,0.9545
2184,12601,2.47,0.8764
12601,2184,2.47,0.8764
2184,9045,3.05,0.8477
9045,2184,3.05,0.8477
2184,195,3.95,0.8025
195,2184,3.95,0.8025
2184,4757,3.97,0.8017
4757,2184,3.97,0.8017
2184,11213,4.02,0.7989
11213,2184,4.02,0.7989
2184,13583,4.57,0.7714
13583,2184,4.57,0.7714
2184,2308,4.76,0.762
2308,2184,4.76,0.762
2185,13033,1.34,0.9331
13033,2185,1.34,0.9331
2185,13536,1.35,0.9324
13536,2185,1.35,0.9324
2185,12414,2.01,0.8997
12414,2185,2.01,0.8997
2185,2357,2.1,0.8952
2357,2185,2.1,0.8952
2185,12537,2.29,0.8856
12537,2185,2.29,0.8856
2185,12313,2.98,0.8512
12313,2185,2.98,0.8512
2185,9208,3.86,0.8068
9208,2185,3.86,0.8068
2185,565,3.95,0.8027
565,2185,3.95,0.8027
2186,7579,2.27,0.8867
7579,2186,2.27,0.8867
2186,7586,3.1,0.8452
7586,2186,3.1,0.8452
2186,13637,3.81,0.8093
13637,2186,3.81,0.8093
2186,7592,4.16,0.792
7592,2186,4.16,0.792
2186,12777,4.89,0.7554
12777,2186,4.89,0.7554
2186,7019,5.83,0.7087
7019,2186,5.83,0.7087
2186,7598,19.91,0.0047
7598,2186,19.91,0.0047
2187,6252,0.11,0.9947
6252,2187,0.11,0.9947
2187,7982,0.28,0.9862
7982,2187,0.28,0.9862
2187,3551,0.3,0.9852
3551,2187,0.3,0.9852
2187,6226,0.41,0.9795
6226,2187,0.41,0.9795
2187,9644,0.5,0.9751
9644,2187,0.5,0.9751
2187,9723,0.68,0.9661
9723,2187,0.68,0.9661
2187,1564,0.8,0.9602
1564,2187,0.8,0.9602
2188,2404,0.34,0.9828
2404,2188,0.34,0.9828
2188,10909,0.6,0.97
10909,2188,0.6,0.97
2188,4456,0.78,0.9611
4456,2188,0.78,0.9611
2188,10654,0.8,0.9601
10654,2188,0.8,0.9601
2188,6250,0.86,0.9569
6250,2188,0.86,0.9569
2188,6613,0.87,0.9567
6613,2188,0.87,0.9567
2188,7703,0.93,0.9537
7703,2188,0.93,0.9537
2189,2730,1.1,0.9452
2730,2189,1.1,0.9452
2189,4421,4.04,0.7982
4421,2189,4.04,0.7982
2189,2238,5.61,0.7197
2238,2189,5.61,0.7197
2189,4510,7.12,0.6438
4510,2189,7.12,0.6438
2189,13821,10.2,0.4902
13821,2189,10.2,0.4902
2189,5481,10.8,0.4599
5481,2189,10.8,0.4599
2189,4239,14.2,0.2901
4239,2189,14.2,0.2901
2189,12512,14.26,0.2872
12512,2189,14.26,0.2872
2190,7833,1.12,0.9438
7833,2190,1.12,0.9438
2190,2512,1.33,0.9335
2512,2190,1.33,0.9335
2190,3382,7.53,0.6237
3382,2190,7.53,0.6237
2190,4505,8.39,0.5806
4505,2190,8.39,0.5806
2190,3651,8.47,0.5763
3651,2190,8.47,0.5763
2190,3617,8.51,0.5747
3617,2190,8.51,0.5747
2190,4228,8.51,0.5743
4228,2190,8.51,0.5743
2190,8067,8.57,0.5715
8067,2190,8.57,0.5715
2192,6144,5.55,0.7223
6144,2192,5.55,0.7223
2192,3682,9.71,0.5147
3682,2192,9.71,0.5147
2192,13554,10.08,0.496
13554,2192,10.08,0.496
2192,5050,10.14,0.493
5050,2192,10.14,0.493
2193,7065,0.33,0.9836
7065,2193,0.33,0.9836
2193,5211,0.59,0.9707
5211,2193,0.59,0.9707
2193,13816,0.62,0.969
13816,2193,0.62,0.969
2193,7666,0.96,0.9521
7666,2193,0.96,0.9521
2193,2843,1.02,0.9488
2843,2193,1.02,0.9488
2193,3422,1.61,0.9195
3422,2193,1.61,0.9195
2193,3491,1.64,0.9178
3491,2193,1.64,0.9178
2194,2630,3.2,0.84
2630,2194,3.2,0.84
2194,6988,10.83,0.4583
6988,2194,10.83,0.4583
2194,2909,12.39,0.3807
2909,2194,12.39,0.3807
2194,13593,12.67,0.3667
13593,2194,12.67,0.3667
2194,4010,12.98,0.351
4010,2194,12.98,0.351
2194,2316,17.08,0.146
2316,2194,17.08,0.146
2194,1734,17.91,0.1043
1734,2194,17.91,0.1043
2195,8212,1.37,0.9313
8212,2195,1.37,0.9313
2195,3420,3.86,0.8068
3420,2195,3.86,0.8068
2195,3891,5.11,0.7446
3891,2195,5.11,0.7446
2195,558,5.12,0.7438
558,2195,5.12,0.7438
2195,8210,5.8,0.71
8210,2195,5.8,0.71
2195,3374,6.35,0.6826
3374,2195,6.35,0.6826
2195,12821,6.6,0.6699
12821,2195,6.6,0.6699
2195,448,8.32,0.584
448,2195,8.32,0.584
2196,9458,0.37,0.9814
9458,2196,0.37,0.9814
2196,9772,0.65,0.9676
9772,2196,0.65,0.9676
2196,9790,0.78,0.9611
9790,2196,0.78,0.9611
2196,2715,0.82,0.9591
2715,2196,0.82,0.9591
2196,5829,0.82,0.9589
5829,2196,0.82,0.9589
2196,5716,1.02,0.9489
5716,2196,1.02,0.9489
2196,3337,1.02,0.9489
3337,2196,1.02,0.9489
2197,8144,1.37,0.9316
8144,2197,1.37,0.9316
2197,6634,3.5,0.8252
6634,2197,3.5,0.8252
2197,8124,3.76,0.8118
8124,2197,3.76,0.8118
2197,8138,4.42,0.779
8138,2197,4.42,0.779
2197,6294,4.85,0.7574
6294,2197,4.85,0.7574
2197,4035,5.06,0.7472
4035,2197,5.06,0.7472
2197,8322,5.15,0.7425
8322,2197,5.15,0.7425
2197,6292,5.73,0.7134
6292,2197,5.73,0.7134
2198,11834,0.91,0.9544
11834,2198,0.91,0.9544
2198,9367,4.16,0.7919
9367,2198,4.16,0.7919
2198,11656,6.04,0.6981
11656,2198,6.04,0.6981
2198,10817,6.51,0.6745
10817,2198,6.51,0.6745
2198,10754,7.26,0.6368
10754,2198,7.26,0.6368
2198,12329,8.85,0.5576
12329,2198,8.85,0.5576
2198,10201,9.39,0.5306
10201,2198,9.39,0.5306
2199,10150,0.12,0.994
10150,2199,0.12,0.994
2199,3151,0.62,0.9692
3151,2199,0.62,0.9692
2199,10105,0.64,0.968
10105,2199,0.64,0.968
2199,7933,0.95,0.9525
7933,2199,0.95,0.9525
2199,3173,1.03,0.9486
3173,2199,1.03,0.9486
2199,7935,1.29,0.9356
7935,2199,1.29,0.9356
2199,3723,1.4,0.93
3723,2199,1.4,0.93
2200,10179,0.78,0.961
10179,2200,0.78,0.961
2200,13364,0.9,0.9552
13364,2200,0.9,0.9552
2200,12017,1.46,0.9268
12017,2200,1.46,0.9268
2200,5388,1.49,0.9257
5388,2200,1.49,0.9257
2200,8316,1.62,0.919
8316,2200,1.62,0.919
2200,6952,1.68,0.916
6952,2200,1.68,0.916
2201,12343,1.33,0.9337
12343,2201,1.33,0.9337
2201,10405,1.37,0.9316
10405,2201,1.37,0.9316
2201,11870,1.92,0.9042
11870,2201,1.92,0.9042
2201,10310,2.38,0.8809
10310,2201,2.38,0.8809
2201,10484,2.8,0.8598
10484,2201,2.8,0.8598
2201,8738,3.63,0.8187
8738,2201,3.63,0.8187
2201,6374,5.35,0.7326
6374,2201,5.35,0.7326
2202,10487,0.66,0.9669
10487,2202,0.66,0.9669
2202,13270,0.68,0.9661
13270,2202,0.68,0.9661
2202,10278,0.86,0.9569
10278,2202,0.86,0.9569
2202,13278,1.14,0.9428
13278,2202,1.14,0.9428
2202,1789,2.19,0.8906
1789,2202,2.19,0.8906
2202,10482,2.3,0.8849
10482,2202,2.3,0.8849
2203,13216,0.36,0.982
13216,2203,0.36,0.982
2203,4631,2.87,0.8566
4631,2203,2.87,0.8566
2203,2465,2.89,0.8554
2465,2203,2.89,0.8554
2203,1126,2.92,0.854
1126,2203,2.92,0.854
2203,13038,3.58,0.8212
13038,2203,3.58,0.8212
2204,12001,0.64,0.9679
12001,2204,0.64,0.9679
2204,6642,1.97,0.9017
6642,2204,1.97,0.9017
2204,8114,2.08,0.8959
8114,2204,2.08,0.8959
2204,11203,2.64,0.868
11203,2204,2.64,0.868
2204,6249,2.92,0.8541
6249,2204,2.92,0.8541
2204,10154,3.49,0.8254
10154,2204,3.49,0.8254
2205,2039,2.55,0.8725
2039,2205,2.55,0.8725
2205,4629,2.55,0.8724
4629,2205,2.55,0.8724
2205,2487,2.56,0.8722
2487,2205,2.56,0.8722
2205,963,2.8,0.8599
963,2205,2.8,0.8599
2205,1318,2.83,0.8584
1318,2205,2.83,0.8584
2205,995,2.83,0.8583
995,2205,2.83,0.8583
2205,2591,3.0,0.8502
2591,2205,3.0,0.8502
2205,1829,3.1,0.845
1829,2205,3.1,0.845
2206,2849,4.12,0.7938
2849,2206,4.12,0.7938
2206,11164,4.6,0.7698
11164,2206,4.6,0.7698
2206,3380,5.07,0.7464
3380,2206,5.07,0.7464
2206,12604,5.67,0.7165
12604,2206,5.67,0.7165
2206,979,6.26,0.6868
979,2206,6.26,0.6868
2206,4944,6.26,0.6868
4944,2206,6.26,0.6868
2206,3982,6.85,0.6576
3982,2206,6.85,0.6576
2206,13655,6.87,0.6567
13655,2206,6.87,0.6567
2207,3472,0.81,0.9594
3472,2207,0.81,0.9594
2207,3845,0.9,0.9551
3845,2207,0.9,0.9551
2207,13877,1.22,0.939
13877,2207,1.22,0.939
2207,3944,1.72,0.9138
3944,2207,1.72,0.9138
2207,4000,1.73,0.9137
4000,2207,1.73,0.9137
2207,2563,2.01,0.8993
2563,2207,2.01,0.8993
2207,9786,2.48,0.8759
9786,2207,2.48,0.8759
2207,10089,3.52,0.8242
10089,2207,3.52,0.8242
2208,4040,0.8,0.96
4040,2208,0.8,0.96
2208,12918,0.91,0.9543
12918,2208,0.91,0.9543
2208,2158,1.19,0.9405
2158,2208,1.19,0.9405
2208,5364,1.29,0.9353
5364,2208,1.29,0.9353
2209,11637,1.11,0.9446
11637,2209,1.11,0.9446
2209,4247,2.19,0.8907
4247,2209,2.19,0.8907
2209,12729,2.19,0.8905
12729,2209,2.19,0.8905
2209,12779,2.5,0.8748
12779,2209,2.5,0.8748
2209,12596,2.89,0.8553
12596,2209,2.89,0.8553
2209,4829,3.31,0.8344
4829,2209,3.31,0.8344
2209,3635,3.33,0.8336
3635,2209,3.33,0.8336
2210,3935,0.86,0.9572
3935,2210,0.86,0.9572
2210,4623,5.27,0.7364
4623,2210,5.27,0.7364
2210,7183,5.34,0.733
7183,2210,5.34,0.733
2210,2535,5.38,0.7309
2535,2210,5.38,0.7309
2210,7875,6.39,0.6806
7875,2210,6.39,0.6806
2210,4042,6.73,0.6634
4042,2210,6.73,0.6634
2210,2490,6.75,0.6624
2490,2210,6.75,0.6624
2210,7911,11.23,0.4385
7911,2210,11.23,0.4385
2211,5224,0.57,0.9716
5224,2211,0.57,0.9716
2211,13905,1.0,0.9501
13905,2211,1.0,0.9501
2211,6473,1.34,0.9329
6473,2211,1.34,0.9329
2211,4961,1.36,0.9321
4961,2211,1.36,0.9321
2211,2752,2.27,0.8865
2752,2211,2.27,0.8865
2211,2430,4.2,0.7899
2430,2211,4.2,0.7899
2211,2666,4.53,0.7735
2666,2211,4.53,0.7735
2211,4039,4.55,0.7724
4039,2211,4.55,0.7724
2212,3208,0.16,0.992
3208,2212,0.16,0.992
2212,9628,0.49,0.9753
9628,2212,0.49,0.9753
2212,5179,0.64,0.9681
5179,2212,0.64,0.9681
2212,11721,0.65,0.9675
11721,2212,0.65,0.9675
2212,1781,0.73,0.9636
1781,2212,0.73,0.9636
2212,9610,0.73,0.9633
9610,2212,0.73,0.9633
2212,9601,0.75,0.9623
9601,2212,0.75,0.9623
2213,12148,0.44,0.9779
12148,2213,0.44,0.9779
2213,12178,0.47,0.9764
12178,2213,0.47,0.9764
2213,11916,0.56,0.9721
11916,2213,0.56,0.9721
2213,11329,0.76,0.962
11329,2213,0.76,0.962
2213,3801,0.78,0.9609
3801,2213,0.78,0.9609
2213,3242,0.98,0.9508
3242,2213,0.98,0.9508
2213,4118,0.99,0.9505
4118,2213,0.99,0.9505
2213,10702,1.07,0.9463
10702,2213,1.07,0.9463
2214,4021,0.18,0.9911
4021,2214,0.18,0.9911
2214,12160,0.32,0.984
12160,2214,0.32,0.984
2214,4128,0.48,0.976
4128,2214,0.48,0.976
2214,12587,0.67,0.9665
12587,2214,0.67,0.9665
2214,10865,0.92,0.9538
10865,2214,0.92,0.9538
2214,708,0.92,0.9538
708,2214,0.92,0.9538
2214,3284,0.92,0.9538
3284,2214,0.92,0.9538
2215,13799,0.02,0.9988
13799,2215,0.02,0.9988
2215,12099,0.23,0.9885
12099,2215,0.23,0.9885
2215,10331,0.28,0.986
10331,2215,0.28,0.986
2215,2685,0.47,0.9763
2685,2215,0.47,0.9763
2215,3438,0.67,0.9664
3438,2215,0.67,0.9664
2215,10790,0.9,0.9551
10790,2215,0.9,0.9551
2216,3961,0.2,0.9898
3961,2216,0.2,0.9898
2216,12546,0.29,0.9853
12546,2216,0.29,0.9853
2216,2502,0.35,0.9825
2502,2216,0.35,0.9825
2216,851,0.71,0.9643
851,2216,0.71,0.9643
2216,11832,0.89,0.9555
11832,2216,0.89,0.9555
2216,1057,1.04,0.9478
1057,2216,1.04,0.9478
2217,5580,8.13,0.5935
5580,2217,8.13,0.5935
2217,8563,11.26,0.437
8563,2217,11.26,0.437
2217,8562,17.36,0.1321
8562,2217,17.36,0.1321
2218,7375,17.2,0.1398
7375,2218,17.2,0.1398
2218,6794,21.05,0.0
6794,2218,21.05,0.0
2219,13365,0.06,0.9969
13365,2219,0.06,0.9969
2219,11120,3.22,0.8388
11120,2219,3.22,0.8388
2219,12143,3.5,0.8251
12143,2219,3.5,0.8251
2219,13717,3.92,0.8041
13717,2219,3.92,0.8041
2219,13759,5.02,0.7492
13759,2219,5.02,0.7492
2219,12153,5.58,0.7208
12153,2219,5.58,0.7208
2219,11036,5.77,0.7117
11036,2219,5.77,0.7117
2219,10457,6.51,0.6747
10457,2219,6.51,0.6747
2220,10965,3.74,0.813
10965,2220,3.74,0.813
2220,10375,4.51,0.7743
10375,2220,4.51,0.7743
2220,3898,4.74,0.7631
3898,2220,4.74,0.7631
2220,8344,5.27,0.7367
8344,2220,5.27,0.7367
2220,12219,5.31,0.7346
12219,2220,5.31,0.7346
2220,1563,5.75,0.7123
1563,2220,5.75,0.7123
2221,3089,0.21,0.9896
3089,2221,0.21,0.9896
2221,11471,0.68,0.9661
11471,2221,0.68,0.9661
2221,11014,0.69,0.9653
11014,2221,0.69,0.9653
2221,12806,1.89,0.9055
12806,2221,1.89,0.9055
2222,3260,0.17,0.9916
3260,2222,0.17,0.9916
2222,10122,0.68,0.9659
10122,2222,0.68,0.9659
2222,12694,1.54,0.9228
12694,2222,1.54,0.9228
2222,4855,2.03,0.8984
4855,2222,2.03,0.8984
2223,4311,1.97,0.9017
4311,2223,1.97,0.9017
2223,11887,2.19,0.8903
11887,2223,2.19,0.8903
2223,12662,2.32,0.8842
12662,2223,2.32,0.8842
2223,9376,2.4,0.8798
9376,2223,2.4,0.8798
2223,10490,2.77,0.8614
10490,2223,2.77,0.8614
2223,589,3.3,0.8352
589,2223,3.3,0.8352
2223,10478,3.46,0.8271
10478,2223,3.46,0.8271
2224,3923,2.3,0.8852
3923,2224,2.3,0.8852
2224,6577,2.48,0.8761
6577,2224,2.48,0.8761
2224,9861,3.31,0.8343
9861,2224,3.31,0.8343
2224,6636,3.45,0.8277
6636,2224,3.45,0.8277
2224,3559,3.88,0.8058
3559,2224,3.88,0.8058
2224,3468,4.0,0.8
3468,2224,4.0,0.8
2224,2951,4.02,0.7988
2951,2224,4.02,0.7988
2224,9303,4.03,0.7987
9303,2224,4.03,0.7987
2225,7845,1.32,0.9338
7845,2225,1.32,0.9338
2225,3780,1.42,0.9291
3780,2225,1.42,0.9291
2225,4369,2.43,0.8784
4369,2225,2.43,0.8784
2225,7339,2.71,0.8646
7339,2225,2.71,0.8646
2225,6292,2.71,0.8645
6292,2225,2.71,0.8645
2225,8322,3.53,0.8233
8322,2225,3.53,0.8233
2225,6634,6.43,0.6786
6634,2225,6.43,0.6786
2226,2586,0.73,0.9637
2586,2226,0.73,0.9637
2226,4345,1.3,0.9351
4345,2226,1.3,0.9351
2226,2309,1.5,0.9249
2309,2226,1.5,0.9249
2226,3340,1.61,0.9194
3340,2226,1.61,0.9194
2227,8165,1.42,0.929
8165,2227,1.42,0.929
2227,11414,3.2,0.84
11414,2227,3.2,0.84
2227,11532,3.47,0.8263
11532,2227,3.47,0.8263
2227,11696,4.34,0.7831
11696,2227,4.34,0.7831
2227,4559,5.17,0.7413
4559,2227,5.17,0.7413
2227,5962,6.71,0.6647
5962,2227,6.71,0.6647
2227,1193,6.83,0.6585
1193,2227,6.83,0.6585
2227,13234,6.84,0.6581
13234,2227,6.84,0.6581
2228,11310,2.28,0.8861
11310,2228,2.28,0.8861
2228,11863,2.96,0.852
11863,2228,2.96,0.852
2228,4699,3.04,0.8479
4699,2228,3.04,0.8479
2228,11657,3.31,0.8346
11657,2228,3.31,0.8346
2228,12151,3.39,0.8306
12151,2228,3.39,0.8306
2228,3277,3.64,0.8178
3277,2228,3.64,0.8178
2228,2518,3.66,0.817
2518,2228,3.66,0.817
2228,3022,3.73,0.8136
3022,2228,3.73,0.8136
2229,3363,0.0,0.9999
3363,2229,0.0,0.9999
2229,7035,0.57,0.9715
7035,2229,0.57,0.9715
2229,11345,0.63,0.9684
11345,2229,0.63,0.9684
2229,11230,0.67,0.9663
11230,2229,0.67,0.9663
2229,10524,0.8,0.9598
